标识信息/账单明细ID,标识信息/订单号,身份信息/客户名称,身份信息/资源购买账号ID,身份信息/资源购买账号,身份信息/资源归属账号ID,身份信息/资源归属账号,账单信息/服务主体,账单信息/账单月份,账单信息/账单日期,账单信息/费用类型,账单信息/交易类型,账单信息/消费时间,账单信息/服务开始时间,账单信息/服务结束时间,产品信息/产品Code,产品信息/产品名称,产品信息/商品Code,产品信息/商品名称,产品信息/计费项Code,产品信息/计费项名称,资源信息/资源ID,资源信息/实例ID（出账粒度）,资源信息/资源名称,资源信息/地域Code,资源信息/地域,资源信息/可用区,时长信息/抵扣前时长,时长信息/抵扣时长,时长信息/时长,时长信息/时长单位,时长信息/时长详情,用量信息/抵扣前用量,用量信息/抵扣用量,用量信息/用量,用量信息/用量单位,用量信息/用量详情,定价信息/官网目录价,定价信息/价格单位,定价信息/目录价用量阶梯,定价信息/用量阶梯累计规则,定价信息/目录价转换信息,定价信息/目录价因子,定价信息/定价币种,费用信息/目录总价,费用信息/计费公式,费用信息/计费辅助信息,费用信息/计费过程,费用信息/计费规则说明,订阅抵扣信息/订阅抵扣目录总价,订阅抵扣信息/订阅抵扣后金额,订阅抵扣信息/订阅抵扣金额,订阅抵扣信息/订阅抵扣详情,优惠信息/优惠金额,优惠信息/优惠后金额,优惠信息/优惠详情,优惠券抵扣信息/优惠券抵扣金额,优惠券抵扣信息/优惠券抵扣详情,应付信息/应付金额（含税）
202604_0700v1_019_52ef6abceaa7c698bdf956f00a65dd02_01_00000004158712454032,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:26:00,2026-04-10 12:26:00,2026-04-10 12:27:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.477,0,0.477,千tokens,"{""用量"":""0.477"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""477"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""477"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000954,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000954,,0,,0.000954
202604_0700v1_019_5e49e1e43eb4c1b9125bec6bbc36d813_01_00000004158712423270,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:26:00,2026-04-10 12:26:00,2026-04-10 12:27:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,25.828,0,25.828,千tokens,"{""用量"":""25.828"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""25828"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""25828"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0206624,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0206624,,0,,0.0206624
202604_0700v1_019_84a60f4a00727d961ebb2f0b32921f8f_01_00000004158711999678,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:26:00,2026-04-10 12:26:00,2026-04-10 12:27:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.042,0,0.042,千tokens,"{""用量"":""0.042"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""42"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""42"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000294,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000294,,0,,0.0000294
202604_0700v1_019_9dc635ca202c646658db84891f45fcb2_01_00000004158712439192,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:26:00,2026-04-10 12:26:00,2026-04-10 12:27:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.676,0,0.676,千tokens,"{""用量"":""0.676"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""676"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""676"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.001352,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.001352,,0,,0.001352
202604_0700v1_019_2332caa44001f12987a026c04aea997f_01_00000004158713597706,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:29:00,2026-04-10 12:29:00,2026-04-10 12:30:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,15.494,0,15.494,千tokens,"{""用量"":""15.494"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""15494"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""15494"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0123952,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0123952,,0,,0.0123952
202604_0700v1_019_233e31c50eaa97ebd9e4587b2d7cc879_01_00000004158713636846,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:29:00,2026-04-10 12:29:00,2026-04-10 12:30:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.543,0,0.543,千tokens,"{""用量"":""0.543"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""543"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""543"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.001086,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.001086,,0,,0.001086
202604_0700v1_019_43954bba5877e948397556f6f3e39329_01_00000004158713664195,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:29:00,2026-04-10 12:29:00,2026-04-10 12:30:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.056,0,0.056,千tokens,"{""用量"":""0.056"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""56"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""56"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000392,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000392,,0,,0.0000392
202604_0700v1_019_582307935f73f6cace4931309b4ad18b_01_00000004158713651416,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:29:00,2026-04-10 12:29:00,2026-04-10 12:30:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,1.66,0,1.66,千tokens,"{""用量"":""1.66"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""1660"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1660"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.001328,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.001328,,0,,0.001328
202604_0700v1_019_c70fed9ce99bd3879b52950f1cb97928_01_00000004158714244429,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:29:00,2026-04-10 12:29:00,2026-04-10 12:30:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.08,0,0.08,千tokens,"{""用量"":""0.08"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""80"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""80"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.00016,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.00016,,0,,0.00016
202604_0700v1_019_f5ff010c01565ba596e8b46d71b2144e_01_00000004158713567652,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:29:00,2026-04-10 12:29:00,2026-04-10 12:30:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,4230687;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.039,0,0.039,千tokens,"{""用量"":""0.039"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""39"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""39"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000273,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000273,,0,,0.0000273
202604_0700v1_019_9b2f84d6caf667230060709719ffc7b3_01_00000004158716485920,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:33:00,2026-04-10 12:33:00,2026-04-10 12:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,10.599,0,10.599,千tokens,"{""用量"":""10.599"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""10599"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""10599"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0084792,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0084792,,0,,0.0084792
202604_0700v1_019_b2b48244223cebe72e81e7dbe775d40d_01_00000004158718151015,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:33:00,2026-04-10 12:33:00,2026-04-10 12:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,4230687;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.013,0,0.013,千tokens,"{""用量"":""0.013"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""13"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""13"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000091,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000091,,0,,0.0000091
202604_0700v1_019_b7b25d361e9daff4f1be947a6dcb172a_01_00000004158716590764,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:33:00,2026-04-10 12:33:00,2026-04-10 12:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.012,0,0.012,千tokens,"{""用量"":""0.012"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""12"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""12"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000084,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000084,,0,,0.0000084
202604_0700v1_019_bb67a9d4ffe0bf0501e663c29bb29f53_01_00000004158718058039,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:33:00,2026-04-10 12:33:00,2026-04-10 12:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.166,0,0.166,千tokens,"{""用量"":""0.166"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""166"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""166"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000332,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000332,,0,,0.000332
202604_0700v1_019_bb883995d6feece0a0f340a1950e5793_01_00000004158716699552,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:33:00,2026-04-10 12:33:00,2026-04-10 12:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.173,0,0.173,千tokens,"{""用量"":""0.173"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""173"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""173"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000346,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000346,,0,,0.000346
202604_0700v1_019_ed1385711cf8cadd0c0b87b8a636ba09_01_00000004158716531870,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:33:00,2026-04-10 12:33:00,2026-04-10 12:34:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,15.399,0,15.399,千tokens,"{""用量"":""15.399"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""15399"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""15399"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0123192,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0123192,,0,,0.0123192
202604_0700v1_019_0ea7357deecd84a795864b6363458ee7_01_00000004158720162561,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:36:00,2026-04-10 12:36:00,2026-04-10 12:37:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,6.19,0,6.19,千tokens,"{""用量"":""6.19"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""6190"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""6190"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.004952,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.004952,,0,,0.004952
202604_0700v1_019_16b6cbd7ab33a4c7fbe3b1a860ac32f4_01_00000004158720855064,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:36:00,2026-04-10 12:36:00,2026-04-10 12:37:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.018,0,0.018,千tokens,"{""用量"":""0.018"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""18"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""18"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000126,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000126,,0,,0.0000126
202604_0700v1_019_bf3a3afd1783c9e526a38dd7946feab0_01_00000004158720186543,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:36:00,2026-04-10 12:36:00,2026-04-10 12:37:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.053,0,0.053,千tokens,"{""用量"":""0.053"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""53"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""53"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000106,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000106,,0,,0.000106
202604_0700v1_019_9a1388ff5bf0094f6fb41d4fa19485f4_01_00000004158721871130,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:37:00,2026-04-10 12:37:00,2026-04-10 12:38:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,2.155,0,2.155,千tokens,"{""用量"":""2.155"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""2155"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2155"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.00431,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.00431,,0,,0.00431
202604_0700v1_019_feb86a1b9416b7e581c1658fe4d884b2_01_00000004158721705870,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260410,云资源按量费用,后付费,2026-04-10 12:37:00,2026-04-10 12:37:00,2026-04-10 12:38:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,8.706,0,8.706,千tokens,"{""用量"":""8.706"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""8706"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""8706"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0069648,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0069648,,0,,0.0069648
